Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ASG,"Liberty All-Star Growth Fund, Inc.",6.24,$234.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asg
ASGN,ASGN Incorporated,69.2,$3.65B,1992,Technology,Professional Services,https://old.nasdaq.com/symbol/asgn
ASH,Ashland Global Holdings Inc.,75.58,$4.55B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/ash
ASIX,AdvanSix Inc.,20.73,$578.62M,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/asix
ASPN,"Aspen Aerogels, Inc.",8.13,$197.56M,2014,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/aspn
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",190.16,$5.7B,n/a,Transportation,Aerospace,https://old.nasdaq.com/symbol/asr
ASX,"ASE Technology Holding Co., Ltd.",5.58,$11.86B,2018,Technology,Semiconductors,https://old.nasdaq.com/symbol/asx
AT,Atlantic Power Corporation,2.4,$262.3M,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/at
ATEN,"A10 Networks, Inc.",6.65,$510.84M,2014,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/aten
ATGE,Adtalem Global Education Inc.,34.21,$1.85B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/atge
ATH,Athene Holding Ltd.,46.18,$8.53B,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,28.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^a
ATH^B,Athene Holding Ltd.,25.94,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^b
ATHM,Autohome Inc.,74.63,$8.81B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/athm
ATI,Allegheny Technologies Incorporated,21.4,$2.7B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ati
ATKR,Atkore International Group Inc.,40.39,$1.9B,2016,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/atkr
ATO,Atmos Energy Corporation,108.43,$12.94B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ato
ATR,"AptarGroup, Inc.",114.32,$7.31B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/atr
ATTO,Atento S.A.,2.67,$201.33M,2014,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atto
ATUS,"Altice USA, Inc.",26.56,$16.91B,2017,Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus
ATV,"Acorn International, Inc.",17.9319,$46.28M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/atv
AU,AngloGold Ashanti Limited,19.66,$8.15B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/au
AUY,Yamana Gold Inc.,3.69,$3.51B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/auy
AVA,Avista Corporation,48.6,$3.24B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ava
AVAL,Grupo Aval Acciones y Valores S.A.,8.39,$9.35B,2014,Finance,Commercial Banks,https://old.nasdaq.com/symbol/aval
AVB,"AvalonBay Communities, Inc.",209.37,$29.24B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/avb
AVD,American Vanguard Corporation,18.11,$546.68M,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/avd
AVH,Avianca Holdings S.A.,4.5,$560.81M,2013,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/avh
AVK,Advent Convertible and Income Fund,15.53,$536.18M,2003,n/a,n/a,https://old.nasdaq.com/symbol/avk
AVLR,"Avalara, Inc.",74.21,$5.71B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avlr
AVNS,"Avanos Medical, Inc.",33.24,$1.59B,2014,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/avns
AVP,"Avon Products, Inc.",5.57,$2.47B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/avp
AVTR,"Avantor, Inc.",18.56,$10.61B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",64.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/avtr^a
AVX,AVX Corporation,20.27,$3.43B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/avx
AVY,Avery Dennison Corporation,130.81,$10.92B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/avy
AVYA,Avaya Holdings Corp.,11.92,$1.33B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/avya
AWF,Alliance World Dollar Government Fund II,12.12,$1.05B,1993,n/a,n/a,https://old.nasdaq.com/symbol/awf
AWI,Armstrong World Industries Inc,94.63,$4.59B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/awi
AWK,American Water Works,120.9,$21.86B,2008,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awk
AWP,Aberdeen Global Premier Properties Fund,6.38,$544.9M,2007,n/a,n/a,https://old.nasdaq.com/symbol/awp
AWR,American States Water Company,86.43,$3.18B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awr
AX,"Axos Financial, Inc.",29.78,$1.83B,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax
AXE,Anixter International Inc.,88.56,$3B,n/a,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/axe
AXL,"American Axle & Manufacturing Holdings, Inc.",10.67,$1.2B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl
AXO,"Axos Financial, Inc.",25.7944,n/a,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/axo
AXP,American Express Company,123.68,$101.2B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp
AXR,AMREP Corporation,5.9,$48.01M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/axr
AXS,Axis Capital Holdings Limited,59.93,$5.03B,2003,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,25.2286,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/axs^e
AXTA,Axalta Coating Systems Ltd.,30.36,$7.12B,2014,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta
AYI,"Acuity Brands, Inc. ",132.31,$5.24B,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ayi
AYR,Aircastle Limited,31.97,$2.39B,2006,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/ayr
AYX,"Alteryx, Inc.",99.11,$6.45B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx
AZN,Astrazeneca PLC,49.31,$129.38B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn
AZO,"AutoZone, Inc.",1225.22,$28.98B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/azo
AZRE,Azure Power Global Limited,12.56,$516.75M,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre
AZUL,Azul S.A.,42.09,$4.79B,2017,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul
AZZ,AZZ Inc.,45.69,$1.19B,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz
B,"Barnes Group, Inc.",62.1,$3.15B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b
BA,Boeing Company (The),327,$184.03B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/ba
BABA,Alibaba Group Holding Limited,206.97,$555.24B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/baba
BAC,Bank of America Corporation,34.7,$312.13B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,26.4432,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,27.33,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,24.299,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,27.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1474.33,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,26.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^m
BAC^N,Bank of America Corporation,25.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^n
BAC^Y,Bank of America Corporation,25.37,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bac^y
BAF,BlackRock Income Investment Quality Trust,14.15,$123.8M,2002,n/a,n/a,https://old.nasdaq.com/symbol/baf
BAH,Booz Allen Hamilton Holding Corporation,69.79,$9.8B,2010,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/bah
BAK,Braskem S.A.,14.08,$5.6B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bak
BAM,Brookfield Asset Management Inc,57.91,$60.68B,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/bam
BANC,"Banc of California, Inc.",16.27,$827.88M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",25.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",26.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^e
BAP,Credicorp Ltd.,207.2,$16.53B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bap
BAX,Baxter International Inc.,83.86,$42.82B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax
BB,BlackBerry Limited,5.72,$3.16B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb
BBAR,Banco BBVA Argentina S.A.,4.64,$947.58M,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar
BBD,Banco Bradesco Sa,8.41,$67.55B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd
BBDC,"Barings BDC, Inc.",10.37,$511.09M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbdc
BBDO,Banco Bradesco Sa,7.91,$63.54B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo
BBF,BlackRock Municipal Income Investment Trust,13.5,$138.12M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbf
BBK,Blackrock Municipal Bond Trust,15.54,$163.53M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bbk
BBL,BHP Group Plc,47.48,$120.05B,n/a,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl
BBN,BalckRock Taxable Municipal Bond Trust,24.02,$1.37B,2010,n/a,n/a,https://old.nasdaq.com/symbol/bbn
BBU,Brookfield Business Partners L.P.,41.34,$3.35B,2016,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bbu
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.57,$37.14B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva
BBW,"Build-A-Bear Workshop, Inc.",2.68,$40.79M,2004,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/bbw
BBX,BBX Capital Corporation,4.62,$423.99M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/bbx
BBY,"Best Buy Co., Inc.",85.79,$22.2B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby
BC,Brunswick Corporation,60.09,$4.9B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bc
BC^A,Brunswick Corporation,26.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bc^a
BC^B,Brunswick Corporation,26.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bc^b
BC^C,Brunswick Corporation,26.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bc^c
BCC,"Boise Cascade, L.L.C.",36.67,$1.43B,2013,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bcc
BCE,"BCE, Inc.",47.9,$43.28B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce
BCEI,"Bonanza Creek Energy, Inc.",20.13,$415.38M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bcei
BCH,Banco De Chile,22.58,$11.4B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch
BCO,Brink&#39;s Company (The),92.6,$4.63B,n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/bco
BCRH,Blue Capital Reinsurance Holdings Ltd.,6.75,$59.23M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/bcrh
BCS,Barclays PLC,10.14,$43.89B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs
BCSF,"Bain Capital Specialty Finance, Inc.",19.85,$1.03B,2018,n/a,n/a,https://old.nasdaq.com/symbol/bcsf
BCX,BlackRock Resources,7.77,$722.43M,2011,n/a,n/a,https://old.nasdaq.com/symbol/bcx
BDC,Belden Inc,54.6,$2.48B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc
BDJ,Blackrock Enhanced Equity Dividend Trust,9.62,$1.8B,2005,n/a,n/a,https://old.nasdaq.com/symbol/bdj
BDN,Brandywine Realty Trust,15.08,$2.66B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bdn
BDX,"Becton, Dickinson and Company",269.88,$72.99B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",65.16,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdxa
BE,Bloom Energy Corporation,6.68,$788.29M,2018,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/be
BEDU,Bright Scholar Education Holdings Limited,9.33,$1.16B,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/bedu
BEN,"Franklin Resources, Inc.",26.17,$13.03B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ben
BEP,Brookfield Renewable Partners L.P.,46.21,$8.27B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bep
BERY,"Berry Global Group, Inc.",47.09,$6.23B,2012,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery
BEST,BEST Inc.,5.56,$2.16B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best
BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bf.a
BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bf.b
BFAM,Bright Horizons Family Solutions Inc.,151.84,$8.83B,2013,Miscellaneous,Other Consumer Services,https://old.nasdaq.com/symbol/bfam
BFK,BlackRock Municipal Income Trust,14.11,$632.57M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfk
BFO,Blackrock Florida Municipal 2020 Term Trust,14.56,$80.76M,2003,n/a,n/a,https://old.nasdaq.com/symbol/bfo
BFS,"Saul Centers, Inc.",50.31,$1.16B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bfs
BFS^D,"Saul Centers, Inc.",26.2055,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfs^d
BFS^E,"Saul Centers, Inc.",26.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfs^e
BFY,BlackRock New York Municipal Income Trust II,14.65,$73.32M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bfy
BFZ,BlackRock California Municipal Income Trust,13.53,$431.65M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bfz
BG,Bunge Limited,55.92,$7.92B,2001,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bg
BGB,Blackstone / GSO Strategic Credit Fund,14.2,$634.23M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgb
BGG,Briggs & Stratton Corporation,5.75,$244.28M,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bgg
BGH,Babson Global Short Duration High Yield Fund,16.97,$340.38M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgh
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.75,$215.76M,2017,n/a,n/a,https://old.nasdaq.com/symbol/bgio
BGR,BlackRock Energy and Resources Trust,11.08,$330.46M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgr
BGS,"B&G Foods, Inc.",17.23,$1.1B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bgs
BGSF,BG Staffing Inc,21.29,$218.05M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/bgsf
BGT,Blackrock Global,12.61,$292.61M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgt
BGX,Blackstone GSO Long Short Credit Income Fund,15.43,$196.01M,2011,n/a,n/a,https://old.nasdaq.com/symbol/bgx
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.74,$615.78M,2007,n/a,n/a,https://old.nasdaq.com/symbol/bgy
BH,Biglari Holdings Inc.,111.65,$254.06M,2018,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bh.a
BHC,Bausch Health Companies Inc.,30.32,$10.6B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc
BHE,"Benchmark Electronics, Inc.",34.98,$1.29B,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe
BHK,Blackrock Core Bond Trust,14.53,$783.68M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bhk
BHLB,"Berkshire Hills Bancorp, Inc.",32.85,$1.64B,n/a,Finance,Banks,https://old.nasdaq.com/symbol/bhlb
BHP,BHP Group Limited,55.19,$139.57B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp
BHR,Braemar Hotels & Resorts Inc.,9.15,$300.91M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bhr
BHR^B,Braemar Hotels & Resorts Inc.,19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bhr^b
BHR^D,Braemar Hotels & Resorts Inc.,26.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bhr^d
BHV,BlackRock Virginia Municipal Bond Trust,16.85,$27.07M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bhv
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,55.13,$2.88B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn
BIF,"USLIFE Income Fund, Inc.",11.68,$1.21B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bif
BIG,"Big Lots, Inc.",26.95,$1.05B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/big
BILL,"Bill.com Holdings, Inc.",36.38,$2.57B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bill
BIO,"Bio-Rad Laboratories, Inc.",366.89,$10.98B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bio.b
BIP,Brookfield Infrastructure Partners LP,51.1,$14.99B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/bip
BIT,BlackRock Multi-Sector Income Trust,16.71,$627.25M,2013,n/a,n/a,https://old.nasdaq.com/symbol/bit
BITA,Bitauto Holdings Limited,15.07,$1.06B,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",23.52,$3.23B,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/bj
BK,Bank Of New York Mellon Corporation (The),50.16,$46.26B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bk^c
BKD,Brookdale Senior Living Inc.,6.75,$1.25B,2005,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/bkd
BKE,"Buckle, Inc. (The)",26.3,$1.29B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/bke
BKH,Black Hills Corporation,78.42,$4.82B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",63.47,$9.49B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki
BKK,Blackrock Municipal 2020 Term Trust,14.895,$301.42M,2003,n/a,n/a,https://old.nasdaq.com/symbol/bkk
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),15.42,$265.01M,1993,n/a,n/a,https://old.nasdaq.com/symbol/bkn
BKR,Baker Hughes Company,23.95,$24.6B,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr
BKT,BlackRock Income Trust Inc. (The),6.05,$385.97M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bkt
BKU,"BankUnited, Inc.",36.53,$3.47B,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bku
BLD,TopBuild Corp.,105.23,$3.53B,2015,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bld
BLE,BlackRock Municipal Income Trust II,15.12,$355.81M,2002,n/a,n/a,https://old.nasdaq.com/symbol/ble
BLK,"BlackRock, Inc.",502.05,$77.92B,1999,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/blk
BLL,Ball Corporation,63.97,$20.93B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/bll
BLW,Citigroup Inc.,16.04,$574.76M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/blw
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",22,$871.24M,1992,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx
BMA,Macro Bank Inc.,30.53,$1.95B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma
BME,Blackrock Health Sciences Trust,41.21,$432.38M,2005,n/a,n/a,https://old.nasdaq.com/symbol/bme
BMI,"Badger Meter, Inc.",63.58,$1.85B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi
BML^G,Bank of America Corporation,21.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,20.482,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,23.3133,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,23.9956,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^l
BMO,Bank Of Montreal,77.35,$49.44B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo
BMY,Bristol-Myers Squibb Company,63.5,$148.86B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bmy
