Symbol,Name, Sector,Industry,Summary_quote
AGO,Assured Guaranty Ltd.,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/ago^f
AGR,"Avangrid, Inc.",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/agr
AGRO,Adecoagro S.A.,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/agro
AGS,"PlayAGS, Inc.",Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/ags
AGX,"Argan, Inc.",Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/agx
AHC,A.H. Belo Corporation,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/ahc
AHH,"Armada Hoffler Properties, Inc.",Finance,Real Estate,https://old.nasdaq.com/symbol/ahh
AHH^A,"Armada Hoffler Properties, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/ahh^a
AHL^C,Aspen Insurance Holdings Limited,n/a,n/a,https://old.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,n/a,n/a,https://old.nasdaq.com/symbol/ahl^d
AHL^E,Aspen Insurance Holdings Limited,n/a,n/a,https://old.nasdaq.com/symbol/ahl^e
AHT,Ashford Hospitality Trust Inc,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,n/a,n/a,https://old.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,n/a,n/a,https://old.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,n/a,n/a,https://old.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,n/a,n/a,https://old.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,n/a,n/a,https://old.nasdaq.com/symbol/aht^i
AI,Arlington Asset Investment Corp,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,n/a,n/a,https://old.nasdaq.com/symbol/ai^b
AI^C,Arlington Asset Investment Corp,n/a,n/a,https://old.nasdaq.com/symbol/ai^c
AIC,Arlington Asset Investment Corp,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aic
AIF,Apollo Tactical Income Fund Inc.,n/a,n/a,https://old.nasdaq.com/symbol/aif
AIG,"American International Group, Inc.",Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/aig.ws
AIG^A,"American International Group, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/aig^a
AIN,Albany International Corporation,Basic Industries,Textiles,https://old.nasdaq.com/symbol/ain
AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,n/a,n/a,https://old.nasdaq.com/symbol/aio
AIR,AAR Corp.,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/air
AIT,"Applied Industrial Technologies, Inc.",Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/ait
AIV,Apartment Investment and Management Company,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv
AIW,Arlington Asset Investment Corp,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiw
AIZ,"Assurant, Inc.",Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aizp
AJG,Arthur J. Gallagher & Co.,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ajg
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd
AJX,Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajx
AJXA,Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajxa
AKO.A,Embotelladora Andina S.A.,n/a,n/a,https://old.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,https://old.nasdaq.com/symbol/ako.b
AKR,Acadia Realty Trust,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/akr
AKS,AK Steel Holding Corporation,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/aks
AL,Air Lease Corporation,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al
AL^A,Air Lease Corporation,n/a,n/a,https://old.nasdaq.com/symbol/al^a
ALB,Albemarle Corporation,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/alb
ALC,Alcon Inc.,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/alc
ALE,"Allete, Inc.",Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ale
ALEX,"Alexander & Baldwin, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alex
ALG,"Alamo Group, Inc.",Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/alg
ALK,"Alaska Air Group, Inc.",Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/alk
ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all
ALL^A.CL,Allstate Corporation (The),n/a,n/a,https://old.nasdaq.com/symbol/all^a.cl
ALL^B,Allstate Corporation (The),n/a,n/a,https://old.nasdaq.com/symbol/all^b
ALL^G,Allstate Corporation (The),n/a,n/a,https://old.nasdaq.com/symbol/all^g
ALL^H,Allstate Corporation (The),n/a,n/a,https://old.nasdaq.com/symbol/all^h
ALL^I,Allstate Corporation (The),n/a,n/a,https://old.nasdaq.com/symbol/all^i
ALLE,Allegion plc,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle
ALLY,Ally Financial Inc.,Finance,Major Banks,https://old.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,n/a,n/a,https://old.nasdaq.com/symbol/ally^a
ALP^Q,Alabama Power Company,n/a,n/a,https://old.nasdaq.com/symbol/alp^q
ALSN,"Allison Transmission Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn
ALUS.U,Alussa Energy Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/alus.u
ALV,"Autoliv, Inc.",Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alv
ALX,"Alexander&#39;s, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx
AM,Antero Midstream Corporation,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am
AMC,"AMC Entertainment Holdings, Inc.",Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc
AMCR,Amcor plc,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr
AME,"AMTEK, Inc.",Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/ame
AMG,"Affiliated Managers Group, Inc.",Finance,Investment Managers,https://old.nasdaq.com/symbol/amg
AMH,American Homes 4 Rent,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,n/a,n/a,https://old.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,n/a,n/a,https://old.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,n/a,n/a,https://old.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,n/a,n/a,https://old.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,n/a,n/a,https://old.nasdaq.com/symbol/amh^h
AMK,"AssetMark Financial Holdings, Inc.",Finance,Investment Managers,https://old.nasdaq.com/symbol/amk
AMN,AMN Healthcare Services Inc,Technology,Professional Services,https://old.nasdaq.com/symbol/amn
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",Finance,Investment Managers,https://old.nasdaq.com/symbol/amp
AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy
AMRC,"Ameresco, Inc.",Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/amrc
AMRX,"Amneal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrx
AMT,American Tower Corporation (REIT),Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amt
AMX,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amx
AN,"AutoNation, Inc.",Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/an
ANET,"Arista Networks, Inc.",Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/anet
ANF,Abercrombie & Fitch Company,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/anf
ANFI,Amira Nature Foods Ltd,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/anfi
ANH,Anworth Mortgage Asset  Corporation,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/anh
ANH^A,Anworth Mortgage Asset  Corporation,n/a,n/a,https://old.nasdaq.com/symbol/anh^a
ANH^B,Anworth Mortgage Asset  Corporation,n/a,n/a,https://old.nasdaq.com/symbol/anh^b
ANH^C,Anworth Mortgage Asset  Corporation,n/a,n/a,https://old.nasdaq.com/symbol/anh^c
ANTM,"Anthem, Inc.",Health Care,Medical Specialities,https://old.nasdaq.com/symbol/antm
AOD,Aberdeen Total Dynamic Dividend Fund,n/a,n/a,https://old.nasdaq.com/symbol/aod
AON,Aon plc,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/aon
AOS,A.O Smith Corporation,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/aos
AP,Ampco-Pittsburgh Corporation,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ap
APA,Apache Corporation,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/apa
APAM,Artisan Partners Asset Management Inc.,Finance,Investment Managers,https://old.nasdaq.com/symbol/apam
APD,"Air Products and Chemicals, Inc.",Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/apd
APH,Amphenol Corporation,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aph
APHA,Aphria Inc.,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/apha
APLE,"Apple Hospitality REIT, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aple
APO,"Apollo Global Management, Inc",Finance,Investment Managers,https://old.nasdaq.com/symbol/apo
APO^A,"Apollo Global Management, Inc",n/a,n/a,https://old.nasdaq.com/symbol/apo^a
APO^B,"Apollo Global Management, Inc",n/a,n/a,https://old.nasdaq.com/symbol/apo^b
APRN,"Blue Apron Holdings, Inc.",Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/aprn
APTS,"Preferred Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/apts
APTV,Aptiv PLC,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/aptv
APY,Apergy Corporation,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/apy
AQN,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqn
AQNA,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqna
AQNB,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqnb
AQUA,Evoqua Water Technologies Corp.,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aqua
AR,Antero Resources Corporation,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ar
ARA,"American Renal Associates Holdings, Inc",Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/ara
ARC,"ARC Document Solutions, Inc.",Consumer Services,Professional Services,https://old.nasdaq.com/symbol/arc
ARCH,"Arch Coal, Inc.",Energy,Coal Mining,https://old.nasdaq.com/symbol/arch
ARCO,Arcos Dorados Holdings Inc.,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arco
ARD,Ardagh Group S.A.,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/ard
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/ardc
ARE,"Alexandria Real Estate Equities, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/are
ARES,Ares Management Corporation,Finance,Investment Managers,https://old.nasdaq.com/symbol/ares
ARES^A,Ares Management Corporation,n/a,n/a,https://old.nasdaq.com/symbol/ares^a
ARGD,"Argo Group International Holdings, Ltd.",Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argo
ARI,Apollo Commercial Real Estate Finance,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ari
ARL,"American Realty Investors, Inc.",Finance,Real Estate,https://old.nasdaq.com/symbol/arl
ARLO,"Arlo Technologies, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/arlo
ARMK,Aramark,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/armk
ARNC,Arconic Inc.,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/arnc
AROC,"Archrock, Inc.",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/aroc
ARR,"ARMOUR Residential REIT, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/arr
ARR^B,"ARMOUR Residential REIT, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/arr^b
ARW,"Arrow Electronics, Inc.",Technology,Electronic Components,https://old.nasdaq.com/symbol/arw
ASA,ASA Gold and Precious Metals Limited,n/a,n/a,https://old.nasdaq.com/symbol/asa
ASB,Associated Banc-Corp,Finance,Major Banks,https://old.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,n/a,n/a,https://old.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,n/a,n/a,https://old.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,n/a,n/a,https://old.nasdaq.com/symbol/asb^e
ASC,Ardmore Shipping Corporation,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/asc
ASG,"Liberty All-Star Growth Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/asg
ASGN,ASGN Incorporated,Technology,Professional Services,https://old.nasdaq.com/symbol/asgn
ASH,Ashland Global Holdings Inc.,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/ash
ASIX,AdvanSix Inc.,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/asix
ASPN,"Aspen Aerogels, Inc.",Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/aspn
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Transportation,Aerospace,https://old.nasdaq.com/symbol/asr
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,https://old.nasdaq.com/symbol/asx
AT,Atlantic Power Corporation,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/at
ATEN,"A10 Networks, Inc.",Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/aten
ATGE,Adtalem Global Education Inc.,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/atge
ATH,Athene Holding Ltd.,Finance,Life Insurance,https://old.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/ath^a
ATH^B,Athene Holding Ltd.,n/a,n/a,https://old.nasdaq.com/symbol/ath^b
ATHM,Autohome Inc.,Technology,EDP Services,https://old.nasdaq.com/symbol/athm
ATI,Allegheny Technologies Incorporated,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ati
ATKR,Atkore International Group Inc.,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/atkr
ATO,Atmos Energy Corporation,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ato
ATR,"AptarGroup, Inc.",Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/atr
ATTO,Atento S.A.,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atto
ATUS,"Altice USA, Inc.",Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus
ATV,"Acorn International, Inc.",Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/atv
AU,AngloGold Ashanti Limited,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/au
AUY,Yamana Gold Inc.,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/auy
AVA,Avista Corporation,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ava
AVAL,Grupo Aval Acciones y Valores S.A.,Finance,Commercial Banks,https://old.nasdaq.com/symbol/aval
AVB,"AvalonBay Communities, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/avb
AVD,American Vanguard Corporation,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/avd
AVH,Avianca Holdings S.A.,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/avh
AVK,Advent Convertible and Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/avk
AVLR,"Avalara, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avlr
AVNS,"Avanos Medical, Inc.",Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/avns
AVP,"Avon Products, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/avp
AVTR,"Avantor, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/avtr^a
AVX,AVX Corporation,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/avx
AVY,Avery Dennison Corporation,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/avy
AVYA,Avaya Holdings Corp.,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/avya
AWF,Alliance World Dollar Government Fund II,n/a,n/a,https://old.nasdaq.com/symbol/awf
AWI,Armstrong World Industries Inc,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/awi
AWK,American Water Works,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awk
AWP,Aberdeen Global Premier Properties Fund,n/a,n/a,https://old.nasdaq.com/symbol/awp
AWR,American States Water Company,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awr
AX,"Axos Financial, Inc.",Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax
AXE,Anixter International Inc.,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/axe
AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl
AXO,"Axos Financial, Inc.",Finance,Savings Institutions,https://old.nasdaq.com/symbol/axo
AXP,American Express Company,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp
AXR,AMREP Corporation,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/axr
AXS,Axis Capital Holdings Limited,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,n/a,n/a,https://old.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,n/a,n/a,https://old.nasdaq.com/symbol/axs^e
AXTA,Axalta Coating Systems Ltd.,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta
AYI,"Acuity Brands, Inc. ",Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ayi
AYR,Aircastle Limited,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/ayr
AYX,"Alteryx, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx
AZN,Astrazeneca PLC,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn
AZO,"AutoZone, Inc.",Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/azo
AZRE,Azure Power Global Limited,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre
AZUL,Azul S.A.,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul
AZZ,AZZ Inc.,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz
B,"Barnes Group, Inc.",Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b
BA,Boeing Company (The),Capital Goods,Aerospace,https://old.nasdaq.com/symbol/ba
BABA,Alibaba Group Holding Limited,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/baba
BAC,Bank of America Corporation,Finance,Major Banks,https://old.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bac^m
BAC^N,Bank of America Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bac^n
BAC^Y,Bank of America Corporation,Finance,Major Banks,https://old.nasdaq.com/symbol/bac^y
BAF,BlackRock Income Investment Quality Trust,n/a,n/a,https://old.nasdaq.com/symbol/baf
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/bah
BAK,Braskem S.A.,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bak
BAM,Brookfield Asset Management Inc,Consumer Services,Building operators,https://old.nasdaq.com/symbol/bam
BANC,"Banc of California, Inc.",Finance,Major Banks,https://old.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/banc^e
BAP,Credicorp Ltd.,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bap
BAX,Baxter International Inc.,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax
BB,BlackBerry Limited,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb
BBAR,Banco BBVA Argentina S.A.,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar
BBD,Banco Bradesco Sa,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd
BBDC,"Barings BDC, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/bbdc
BBDO,Banco Bradesco Sa,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo
BBF,BlackRock Municipal Income Investment Trust,n/a,n/a,https://old.nasdaq.com/symbol/bbf
BBK,Blackrock Municipal Bond Trust,n/a,n/a,https://old.nasdaq.com/symbol/bbk
BBL,BHP Group Plc,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl
BBN,BalckRock Taxable Municipal Bond Trust,n/a,n/a,https://old.nasdaq.com/symbol/bbn
BBU,Brookfield Business Partners L.P.,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bbu
BBVA,Banco Bilbao Viscaya Argentaria S.A.,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/bbw
BBX,BBX Capital Corporation,Finance,Real Estate,https://old.nasdaq.com/symbol/bbx
BBY,"Best Buy Co., Inc.",Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby
BC,Brunswick Corporation,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bc
BC^A,Brunswick Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bc^a
BC^B,Brunswick Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bc^b
BC^C,Brunswick Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bc^c
BCC,"Boise Cascade, L.L.C.",Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bcc
BCE,"BCE, Inc.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce
BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bcei
BCH,Banco De Chile,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch
BCO,Brink&#39;s Company (The),Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/bco
BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/bcrh
BCS,Barclays PLC,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs
BCSF,"Bain Capital Specialty Finance, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/bcsf
BCX,BlackRock Resources,n/a,n/a,https://old.nasdaq.com/symbol/bcx
BDC,Belden Inc,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc
BDJ,Blackrock Enhanced Equity Dividend Trust,n/a,n/a,https://old.nasdaq.com/symbol/bdj
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bdn
BDX,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdxa
BE,Bloom Energy Corporation,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/be
BEDU,Bright Scholar Education Holdings Limited,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/bedu
BEN,"Franklin Resources, Inc.",Finance,Investment Managers,https://old.nasdaq.com/symbol/ben
BEP,Brookfield Renewable Partners L.P.,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bep
BERY,"Berry Global Group, Inc.",Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery
BEST,BEST Inc.,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best
BF.A,Brown Forman Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bf.a
BF.B,Brown Forman Corporation,n/a,n/a,https://old.nasdaq.com/symbol/bf.b
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services,https://old.nasdaq.com/symbol/bfam
BFK,BlackRock Municipal Income Trust,n/a,n/a,https://old.nasdaq.com/symbol/bfk
BFO,Blackrock Florida Municipal 2020 Term Trust,n/a,n/a,https://old.nasdaq.com/symbol/bfo
BFS,"Saul Centers, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bfs
BFS^D,"Saul Centers, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/bfs^d
BFS^E,"Saul Centers, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/bfs^e
